id,sleep_hours,work_hours,screen_time,physical_activity,social_interaction,stress_level,diet_quality,smoking,risk_level
9008,9.0,13.0,5.1,2,1,7.0,Unhealthy,Yes,High
9009,7.6,11.4,7.9,2,5,9.0,healthy,No,High
9010,9.3,9.5,5.5,4,4,8.0,Healthy,No,High
9011,7.7,4.5,4.2,5,2,6.0,Healthy,No,Medium
9012,4.4,8.2,7.5,0,2,8.0,Healthy,No,High
9013,2.0,8.0,6.8,1,3,5.0,Healthy,No,Medium
9014,7.3,5.6,5.4,2,4,10.0,Healthy,No,High
9015,6.6,4.5,5.3,4,2,10.0,Unhealthy,No,High
9016,5.0,10.5,4.2,2,2,9.0,Healthy,No,High
9017,3.6,10.0,7.5,2,4,4.0,Healthy,No,Medium
9018,5.5,5.5,5.3,0,4,1.0,Unhealthy,No,Low
9019,6.6,6.8,4.5,2,2,8.0,Healthy,Yes,High
9020,8.3,12.5,3.4,1,4,5.0,Healthy,No,Medium
9021,7.4,6.4,6.8,4,0,9.0,Unhealthy,No,High
9022,10.2,9.5,5.0,5,4,3.0,Healthy,Yes,Low
9023,4.9,8.4,2.0,5,1,9.0,Unhealthy,Yes,High
9024,8.8,10.5,3.6,5,1,8.0,Unhealthy,Yes,High
9025,7.1,6.4,5.5,0,2,6.0,Healthy,Yes,Medium
9026,8.4,9.3,5.6,5,2,10.0,Unhealthy,No,High
9027,6.1,9.5,,0,3,10.0,Unhealthy,No,High
9028,9.1,9.7,5.2,5,4,8.0,Healthy,Yes,High
9029,7.6,9.2,3.0,4,1,8.0,Unhealthy,No,High
9030,5.6,10.0,4.3,1,3,7.0,Unhealthy,Yes,High
9031,7.0,15.6,8.4,5,2,7.0,Healthy,Yes,High
9032,,16.7,8.1,2,5,3.0,Unhealthy,No,Low
9033,8.0,7.1,7.2,2,5,7.0,Healthy,No,High
9034,4.6,2.0,7.0,5,0,3.0,Healthy,Yes,Low
9035,6.9,10.8,7.8,1,4,9.0,Healthy,No,High
9036,7.8,9.6,3.8,3,3,5.0,Healthy,No,Medium
9037,7.1,12.2,6.1,4,0,8.0,Unhealthy,No,High
9038,9.7,9.9,3.8,1,5,3.0,Healthy,Yes,Low
9039,8.5,9.2,3.8,2,2,3.0,Healthy,No,Low
9040,7.0,12.4,6.7,4,1,3.0,Unhealthy,Yes,Low
9041,7.4,12.8,7.9,5,3,8.0,Healthy,No,High
9042,7.6,4.8,5.6,4,3,9.0,Healthy,No,High
9043,7.8,6.6,9.3,2,2,7.0,Healthy,Yes,High
9044,,8.7,6.4,1,2,1.0,Healthy,Yes,Low
9045,6.4,9.3,4.4,3,1,6.0,Healthy,Yes,Medium
9046,4.0,8.3,3.8,4,1,3.0,Healthy,Yes,Low
9047,9.6,10.3,8.0,5,1,1.0,Healthy,No,Low
9048,6.9,12.0,6.3,4,0,10.0,Healthy,No,High
9049,6.6,14.2,7.4,4,0,2.0,Unhealthy,No,Low
9050,8.8,10.7,0.7,5,2,3.0,Unhealthy,Yes,Low
9051,7.8,6.4,6.5,5,3,7.0,Healthy,No,High
9052,4.7,8.6,5.0,5,0,6.0,Unhealthy,No,Medium
9053,6.9,8.8,3.2,1,2,2.0,Healthy,No,Low
9054,6.3,10.5,5.9,4,5,5.0,Unhealthy,Yes,Medium
9055,40.0,10.2,8.2,5,5,1.0,Unhealthy,Yes,Low
9056,5.6,15.2,10.5,2,0,3.0,Unhealthy,Yes,Low
9057,6.6,7.6,6.5,2,1,1.0,Healthy,Yes,Low
9058,6.8,10.2,4.6,5,5,3.0,Healthy,No,Low
9059,4.0,16.1,4.5,0,2,2.0,Unhealthy,Yes,Low
9060,9.3,7.2,7.9,4,5,4.0,Healthy,No,Medium
9061,6.8,9.4,4.0,3,1,5.0,Healthy,Yes,Medium
9062,7.1,6.2,7.2,0,4,3.0,Unhealthy,No,Low
9063,7.8,9.2,6.6,4,5,10.0,Unhealthy,Yes,High
9064,5.4,6.7,6.4,4,3,5.0,Healthy,Yes,Medium
9065,7.9,12.1,2.9,5,1,7.0,Unhealthy,No,High
9066,6.3,9.4,5.3,1,3,10.0,Healthy,Yes,High
9067,5.2,6.2,3.1,1,2,9.0,Healthy,Yes,High
9068,8.1,11.5,4.8,2,4,8.0,Healthy,No,High
9069,10.0,9.5,7.8,0,3,6.0,Healthy,Yes,Medium
9070,8.4,11.9,8.5,0,5,9.0,Healthy,Yes,High
9071,8.8,5.6,6.4,5,0,8.0,Unhealthy,No,High
9072,6.0,10.1,4.9,0,5,4.0,Unhealthy,Yes,Medium
9073,3.8,11.3,9.2,5,5,2.0,Unhealthy,No,Low
9074,10.0,7.7,4.8,2,2,9.0,Unhealthy,Yes,High
9075,11.1,5.2,3.7,3,4,6.0,Unhealthy,Yes,Medium
9076,10.1,8.9,7.4,3,0,10.0,Unhealthy,Yes,High
9077,,12.7,6.9,5,0,8.0,Unhealthy,No,High
9078,4.7,12.4,4.9,3,5,8.0,Healthy,Yes,High
9079,4.9,7.7,6.2,5,4,4.0,Healthy,No,Medium
9080,3.6,5.2,6.9,0,1,10.0,Unhealthy,No,High
9081,6.8,7.7,6.4,4,4,5.0,Healthy,No,Medium
9082,10.2,7.6,6.9,0,4,1.0,Unhealthy,Yes,Low
9083,6.7,10.3,5.0,5,4,9.0,Healthy,Yes,High
9084,7.6,8.7,7.1,4,3,7.0,Healthy,Yes,High
9085,9.8,6.7,6.0,1,1,1.0,Healthy,Yes,Low
9086,6.2,12.3,5.1,5,2,10.0,Healthy,No,High
9087,11.1,9.4,5.5,5,0,10.0,Unhealthy,No,High
9088,11.0,10.3,5.8,2,5,3.0,Unhealthy,Yes,Low
9089,6.7,3.8,3.1,3,3,9.0,Unhealthy,No,High
9090,5.8,1.7,4.7,0,1,1.0,Unhealthy,No,Low
9091,8.4,4.7,6.1,0,4,6.0,Healthy,Yes,Medium
9092,6.3,7.6,3.3,1,5,5.0,Unhealthy,Yes,Medium
9093,4.7,10.7,4.8,4,5,4.0,Healthy,No,Medium
9094,9.6,2.0,10.8,3,3,1.0,Healthy,Yes,Low
9095,9.4,13.8,3.7,2,3,7.0,Unhealthy,Yes,High
9096,7.3,9.5,5.2,4,0,1.0,Healthy,No,Low
9097,4.5,13.1,4.3,4,2,1.0,Unhealthy,No,Low
9098,4.5,6.3,5.8,5,1,2.0,Unhealthy,No,Low
9099,7.2,10.5,4.4,3,5,9.0,Unhealthy,Yes,High
9100,6.0,9.3,,2,5,1.0,Unhealthy,No,Low
9101,6.3,11.5,4.6,3,1,8.0,Unhealthy,No,High
9102,9.0,8.3,8.1,3,1,1.0,Healthy,Yes,Low
9103,8.5,10.4,6.2,0,4,1.0,Unhealthy,Yes,Low
9104,9.8,12.3,4.0,2,4,9.0,Unhealthy,No,High
9105,5.0,7.0,7.7,4,3,8.0,Unhealthy,No,High
9106,6.3,9.7,4.1,3,5,1.0,Healthy,Yes,Low
9107,8.5,3.3,2.9,1,2,7.0,healthy,Yes,High
9108,40.0,11.1,6.0,2,0,8.0,Unhealthy,No,High
9109,10.1,14.9,9.8,1,5,2.0,Healthy,No,Low
9110,7.8,5.3,2.3,4,0,4.0,Healthy,Yes,Medium
9111,10.7,8.7,3.3,2,2,2.0,Healthy,No,Low
9112,8.1,11.6,7.5,0,1,6.0,Healthy,Yes,Medium
9113,9.1,9.1,4.7,2,2,5.0,Healthy,No,Medium
9114,6.4,9.5,7.2,4,0,5.0,Healthy,No,Medium
9115,7.0,7.8,4.3,0,4,8.0,Unhealthy,No,High
9116,8.8,7.7,20.0,4,2,1.0,Healthy,Yes,Low
9117,10.2,8.7,9.5,5,3,10.0,Unhealthy,Yes,High
9118,8.5,9.1,3.6,2,4,2.0,Unhealthy,No,Low
9119,6.8,5.5,8.0,4,3,1.0,Healthy,Yes,Low
9120,9.8,8.8,7.4,2,3,4.0,Healthy,Yes,Medium
9121,2.6,13.7,3.0,0,2,2.0,Healthy,No,Low
9122,4.2,7.7,7.1,2,3,10.0,Unhealthy,No,High
9123,8.4,5.3,6.1,4,5,7.0,Unhealthy,Yes,High
9124,7.0,8.5,6.2,4,1,5.0,Unhealthy,No,Medium
9125,8.2,6.9,6.7,5,2,5.0,Unhealthy,No,Medium
9126,7.1,5.0,5.3,5,0,1.0,Unhealthy,Yes,Low
9127,8.1,9.4,6.1,4,1,2.0,Healthy,No,Low
9128,5.4,6.9,6.5,1,4,5.0,Healthy,Yes,Medium
9129,8.1,7.1,7.5,1,2,7.0,Unhealthy,Yes,High
9130,9.0,9.5,2.9,1,0,1.0,Healthy,No,Low
9131,9.4,4.4,8.6,3,0,7.0,Healthy,No,High
9132,11.0,3.8,3.7,5,2,2.0,Unhealthy,Yes,Low
9133,7.5,11.0,7.5,2,1,2.0,Healthy,Yes,Low
9134,7.5,3.2,6.2,1,5,9.0,Unhealthy,Yes,High
9135,4.0,6.1,3.4,4,0,8.0,Unhealthy,No,High
9136,5.9,3.6,7.1,4,2,10.0,Healthy,Yes,High
9137,6.6,7.5,4.1,1,2,4.0,Unhealthy,No,Medium
9138,9.1,10.3,8.1,5,5,5.0,Unhealthy,Yes,Medium
9139,5.8,9.3,4.6,1,3,,Healthy,Yes,High
9140,8.6,16.2,3.0,4,2,4.0,Healthy,No,Medium
9141,7.0,12.3,9.1,1,0,10.0,Healthy,Yes,High
9142,6.6,6.2,6.4,5,3,8.0,Healthy,No,High
9143,7.5,5.4,7.7,3,0,5.0,Unhealthy,No,Medium
9144,6.2,17.1,4.3,3,1,1.0,Healthy,No,Low
9145,6.1,12.2,2.2,5,1,7.0,Healthy,Yes,High
9146,3.6,10.8,9.4,3,0,10.0,Healthy,No,High
9147,6.5,9.2,6.0,0,4,3.0,Unhealthy,No,Low
9148,6.0,9.8,7.0,3,4,7.0,Unhealthy,No,High
9149,6.0,4.6,7.3,4,4,8.0,Healthy,No,High
9150,7.8,9.5,5.3,5,0,4.0,Unhealthy,Yes,Medium
9151,8.3,9.2,6.5,0,2,6.0,Healthy,No,Medium
9152,7.5,6.3,,4,3,10.0,Unhealthy,Yes,High
9153,9.0,7.4,5.9,4,2,7.0,Unhealthy,Yes,High
9154,8.2,13.5,7.9,5,5,8.0,Unhealthy,No,High
9155,6.4,8.6,2.0,5,0,3.0,Healthy,Yes,Low
9156,6.1,15.2,8.2,1,5,7.0,Healthy,no,High
9157,7.6,3.8,3.0,5,5,5.0,Unhealthy,No,Medium
9158,8.1,7.4,8.0,2,2,7.0,Unhealthy,No,High
9159,9.8,4.4,6.8,3,5,6.0,Healthy,Yes,Medium
9160,9.4,5.4,5.8,5,1,5.0,Healthy,Yes,Medium
9161,5.9,6.5,5.8,2,3,3.0,Unhealthy,No,Low
9162,6.8,9.9,5.5,2,0,10.0,Healthy,Yes,High
9163,8.3,9.8,4.4,1,3,2.0,Healthy,Yes,Low
9164,9.1,7.0,5.6,2,4,3.0,Unhealthy,Yes,Low
9165,8.9,2.3,10.4,3,4,2.0,Unhealthy,No,Low
9166,6.9,13.4,8.6,0,1,3.0,Healthy,No,Low
9167,4.5,8.1,4.3,4,0,2.0,Healthy,No,Low
9168,40.0,5.7,6.5,3,4,1.0,Unhealthy,No,Low
9169,7.5,9.8,6.2,1,3,9.0,Unhealthy,No,High
9170,7.7,9.6,5.7,0,3,10.0,Healthy,No,High
9171,4.8,8.0,4.0,1,1,5.0,Unhealthy,No,Medium
9172,7.1,9.4,6.9,3,5,9.0,Unhealthy,Yes,High
9173,8.3,5.5,7.7,4,4,8.0,Unhealthy,No,High
9174,4.7,11.3,4.3,2,2,7.0,Healthy,No,High
9175,9.2,6.0,9.9,5,4,6.0,Unhealthy,No,Medium
9176,6.2,7.2,9.0,5,1,4.0,Healthy,Yes,Medium
9177,9.5,10.9,7.1,2,4,10.0,Unhealthy,Yes,High
9178,5.9,12.6,3.5,1,0,10.0,Unhealthy,Yes,High
9179,4.9,13.8,6.8,0,1,7.0,Healthy,No,High
9180,6.1,12.2,6.6,5,2,7.0,Healthy,Yes,High
9181,6.8,8.0,7.0,4,3,1.0,Healthy,No,Low
9182,6.2,4.4,9.2,1,4,9.0,Unhealthy,No,High
9183,6.6,13.2,5.6,4,5,4.0,Healthy,Yes,Medium
9184,7.7,13.1,10.1,5,3,7.0,Unhealthy,Yes,High
9185,6.7,7.0,6.8,1,1,9.0,Healthy,No,High
9186,6.9,11.8,5.4,0,3,2.0,Healthy,No,Low
9187,3.6,8.0,10.8,3,5,8.0,Unhealthy,Yes,High
9188,7.8,13.5,7.7,2,5,4.0,Unhealthy,No,Medium
9189,6.8,7.5,5.1,4,5,4.0,Healthy,Yes,Medium
9190,10.2,14.9,6.2,4,5,3.0,Unhealthy,Yes,Low
9191,5.1,11.4,7.3,0,0,10.0,Healthy,No,High
9192,3.4,14.4,5.7,4,5,4.0,Healthy,No,Medium
9193,8.2,7.6,6.3,3,1,9.0,Healthy,Yes,High
9194,7.7,10.2,4.4,3,1,1.0,Healthy,No,Low
9195,5.0,6.1,2.6,0,4,9.0,Healthy,Yes,High
9196,3.9,11.5,6.2,1,1,10.0,Healthy,Yes,High
9197,10.1,11.7,6.3,1,0,9.0,Healthy,No,High
9198,9.8,16.2,7.1,4,4,1.0,Unhealthy,Yes,Low
9199,2.0,10.4,4.8,4,0,9.0,Unhealthy,No,High
9200,6.1,11.2,3.3,0,2,6.0,Unhealthy,No,Medium
9201,10.3,7.6,4.1,3,4,8.0,Healthy,Yes,High
9202,6.0,10.6,8.1,0,1,8.0,Healthy,Yes,High
9203,6.0,7.9,4.7,1,1,8.0,Unhealthy,Yes,High
9204,6.4,9.3,5.1,3,1,8.0,Healthy,Yes,High
9205,4.8,9.5,5.4,4,2,1.0,Unhealthy,No,Low
9206,3.6,7.9,4.8,1,0,1.0,Healthy,Yes,Low
9207,9.1,9.2,4.6,2,1,7.0,Unhealthy,No,High
9208,3.3,7.9,4.3,1,5,9.0,Healthy,Yes,High
9209,7.5,7.9,8.8,3,3,10.0,Healthy,No,High
9210,8.8,12.2,7.4,3,5,8.0,Healthy,Yes,High
9211,4.1,9.5,8.5,0,1,5.0,Unhealthy,Yes,Medium
9212,5.2,10.0,8.9,3,4,8.0,Unhealthy,Yes,High
9213,9.4,4.6,1.3,2,4,9.0,Healthy,Yes,High
9214,8.1,10.3,6.7,2,3,7.0,Healthy,Yes,High
9215,5.8,10.6,4.8,3,2,,Healthy,No,High
9216,9.4,7.8,8.2,4,4,3.0,Unhealthy,Yes,Low
9217,9.4,15.3,4.5,3,2,9.0,Unhealthy,Yes,High
9218,7.5,2.1,3.9,4,2,5.0,Healthy,Yes,Medium
9219,5.2,11.4,3.1,3,3,8.0,Healthy,Yes,High
9220,6.2,11.1,5.4,1,4,1.0,Unhealthy,No,Low
9221,7.6,10.6,7.8,3,5,1.0,Unhealthy,Yes,Low
9222,6.6,24.0,,1,1,3.0,Healthy,Yes,Low
9223,8.9,10.7,3.6,4,5,2.0,Healthy,Yes,Low
9224,3.9,11.6,10.3,3,5,5.0,Healthy,Yes,Medium
9225,4.0,6.8,7.3,4,5,9.0,Unhealthy,No,High
9226,7.4,9.9,7.6,2,2,9.0,Healthy,Yes,High
9227,6.0,8.5,8.6,5,2,8.0,Healthy,Yes,High
9228,5.7,5.7,2.7,0,4,5.0,Unhealthy,No,Medium
9229,3.5,11.2,4.2,4,4,3.0,Healthy,No,Low
9230,7.0,7.3,7.6,1,5,6.0,Healthy,Yes,Medium
9231,6.9,4.5,4.4,0,3,8.0,Healthy,No,High
9232,8.3,7.4,5.4,5,0,6.0,Unhealthy,No,Medium
9233,7.1,6.6,5.8,3,5,7.0,Healthy,Yes,High
9234,6.7,12.1,3.4,1,5,7.0,Unhealthy,No,High
9235,9.4,9.5,5.3,0,0,7.0,Healthy,Yes,High
9236,4.4,13.1,7.8,0,0,9.0,Healthy,Yes,High
9237,8.1,7.0,7.5,4,2,9.0,Healthy,No,High
9238,3.7,11.6,8.2,3,3,1.0,Unhealthy,No,Low
9239,5.3,17.5,8.0,3,0,3.0,Unhealthy,Yes,Low
9240,4.6,10.1,6.8,3,5,5.0,Unhealthy,Yes,Medium
9241,8.6,11.6,6.7,4,4,4.0,Healthy,No,Medium
9242,6.9,11.1,6.5,4,5,1.0,healthy,No,Low
9243,7.0,4.7,4.7,3,2,1.0,Healthy,No,Low
9244,4.8,10.8,3.9,0,2,4.0,Unhealthy,No,Medium
9245,6.4,9.9,4.6,5,5,5.0,Healthy,No,Medium
9246,5.5,8.2,5.3,3,4,4.0,Unhealthy,Yes,Medium
9247,7.8,6.3,4.7,4,3,2.0,Unhealthy,No,Low
9248,5.0,11.1,6.8,3,3,5.0,Unhealthy,Yes,Medium
9249,9.7,6.1,6.4,4,0,10.0,Unhealthy,No,High
9250,3.6,15.4,6.6,3,4,3.0,Healthy,No,Low
9251,5.4,9.3,6.7,5,1,7.0,Healthy,No,High
9252,10.4,5.3,8.4,0,3,4.0,Healthy,Yes,Medium
9253,6.1,7.5,6.0,0,0,2.0,Unhealthy,No,Low
9254,4.4,8.2,8.0,4,2,8.0,Unhealthy,Yes,High
9255,7.4,16.2,7.0,4,3,10.0,Healthy,Yes,High
9256,6.0,6.3,8.3,1,1,2.0,Healthy,Yes,Low
9257,5.3,8.7,9.2,2,2,7.0,Healthy,No,High
9258,4.8,7.4,7.2,1,2,8.0,Unhealthy,No,High
9259,12.5,10.5,6.2,4,4,10.0,Healthy,No,High
9260,6.5,7.4,6.2,5,4,3.0,healthy,No,Low
9261,3.1,5.6,5.1,4,5,6.0,Healthy,No,Medium
9262,10.0,8.4,5.0,3,3,4.0,Unhealthy,No,Medium
9263,,8.1,7.8,1,1,2.0,Healthy,No,Low
9264,5.5,7.2,4.1,2,4,8.0,Healthy,Yes,High
9265,40.0,7.4,9.2,1,0,2.0,Healthy,Yes,Low
9266,8.3,12.6,5.7,0,2,9.0,Unhealthy,No,High
9267,6.5,8.0,11.7,0,0,,Healthy,No,High
9268,3.1,5.6,4.6,1,2,8.0,Unhealthy,Yes,High
9269,10.6,7.6,6.5,5,0,10.0,Healthy,no,High
9270,6.1,9.2,5.3,1,2,3.0,Unhealthy,No,Low
9271,10.0,5.0,4.4,5,4,8.0,Healthy,No,High
9272,9.6,13.9,8.1,4,0,5.0,Healthy,Yes,Medium
9273,5.0,11.6,3.8,5,3,10.0,Healthy,No,High
9274,9.1,13.3,4.6,3,3,5.0,Healthy,No,Medium
9275,5.7,10.2,7.2,0,1,2.0,Healthy,No,Low
9276,40.0,2.7,7.5,2,1,3.0,Healthy,Yes,Low
9277,6.2,13.6,3.2,3,5,8.0,Healthy,No,High
9278,7.8,6.4,7.2,5,1,1.0,Unhealthy,No,Low
9279,6.1,6.7,6.3,1,0,4.0,Unhealthy,Yes,Medium
9280,6.4,9.5,4.2,0,2,6.0,Unhealthy,No,Medium
9281,9.3,13.1,4.4,1,5,9.0,Healthy,Yes,High
9282,7.2,12.2,1.9,0,1,8.0,Unhealthy,No,High
9283,5.3,11.7,9.4,2,4,10.0,Unhealthy,No,High
9284,8.4,8.1,8.0,3,3,5.0,Unhealthy,Yes,Medium
9285,,8.0,3.4,2,3,7.0,Unhealthy,No,High
9286,2.0,10.0,7.6,2,4,8.0,Healthy,No,High
9287,7.9,8.6,4.9,3,3,9.0,Unhealthy,No,High
9288,7.8,11.7,7.8,5,0,3.0,Unhealthy,No,Low
9289,7.0,11.5,5.0,3,4,8.0,Healthy,No,High
9290,,10.8,5.3,5,0,3.0,Unhealthy,No,Low
9291,5.7,1.4,5.4,2,5,1.0,Healthy,Yes,Low
9292,7.7,9.4,4.7,1,3,4.0,Unhealthy,No,Medium
9293,3.9,8.7,8.8,3,4,7.0,Healthy,Yes,High
9294,7.8,9.5,7.8,2,4,9.0,Healthy,Yes,High
9295,10.9,6.7,6.2,2,5,10.0,Unhealthy,Yes,High
9296,5.0,5.0,8.0,2,5,7.0,Healthy,Yes,High
9297,5.5,10.4,2.7,1,5,10.0,Healthy,No,High
9298,5.6,7.9,3.5,4,4,5.0,Healthy,No,Medium
9299,7.3,10.7,6.9,4,3,1.0,Unhealthy,Yes,Low
9300,4.9,7.0,7.5,3,3,1.0,Healthy,Yes,Low
9301,7.8,13.2,6.6,4,3,9.0,Unhealthy,No,High
9302,8.7,12.0,2.2,0,1,4.0,Unhealthy,No,Medium
9303,8.1,9.9,3.9,5,1,3.0,Healthy,No,Low
9304,3.5,8.4,6.8,3,2,5.0,Healthy,Yes,Medium
9305,9.0,11.6,10.9,3,4,7.0,Unhealthy,Yes,High
9306,8.9,10.2,,2,3,,Unhealthy,Yes,High
9307,8.7,9.7,9.2,5,4,5.0,Healthy,No,Medium
9308,7.7,12.1,6.7,0,5,8.0,Unhealthy,No,High
9309,7.4,13.3,6.7,4,0,5.0,Unhealthy,No,Medium
9310,,5.2,3.9,3,0,10.0,Healthy,No,High
9311,10.8,5.8,7.9,5,3,4.0,Unhealthy,No,Medium
9312,5.1,6.7,5.9,0,1,6.0,Unhealthy,No,Medium
9313,9.2,4.5,7.4,1,2,3.0,Healthy,No,Low
9314,6.8,8.8,6.1,1,1,4.0,Unhealthy,Yes,Medium
9315,6.7,10.8,6.6,2,4,8.0,Healthy,Yes,High
9316,3.9,8.9,5.8,0,1,10.0,Healthy,Yes,High
9317,6.4,7.4,6.4,3,3,10.0,Healthy,Yes,High
9318,5.0,12.4,8.0,1,5,3.0,Healthy,Yes,Low
9319,6.1,9.4,3.5,5,5,10.0,Healthy,Yes,High
9320,4.8,10.0,3.0,1,1,3.0,Healthy,No,Low
9321,6.1,12.5,6.9,5,0,6.0,Unhealthy,Yes,Medium
9322,6.2,8.6,8.9,4,3,8.0,Healthy,Yes,High
9323,7.2,15.2,9.4,4,3,10.0,Unhealthy,Yes,High
9324,3.8,7.7,3.6,0,3,2.0,Unhealthy,Yes,Low
9325,4.1,15.0,5.2,4,1,1.0,Unhealthy,No,Low
9326,7.7,6.1,3.0,0,0,10.0,Healthy,No,High
9327,5.4,10.6,,3,1,1.0,Healthy,No,Low
9328,9.1,7.1,8.2,3,4,7.0,Healthy,No,High
9329,7.5,12.4,6.0,3,5,2.0,Unhealthy,No,Low
9330,8.2,7.6,5.3,4,2,9.0,healthy,No,High
9331,9.8,9.9,7.1,4,2,10.0,Unhealthy,Yes,High
9332,,7.0,4.4,2,5,,Healthy,Yes,Medium
9333,5.9,11.8,9.2,1,2,7.0,Unhealthy,No,High
9334,8.7,7.0,6.0,5,5,5.0,Healthy,No,Medium
9335,8.0,14.1,5.2,3,4,5.0,Unhealthy,Yes,Medium
9336,6.6,6.0,7.2,4,4,7.0,Healthy,No,High
9337,9.8,5.0,7.9,1,4,9.0,Healthy,No,High
9338,6.6,11.9,9.2,3,0,4.0,Healthy,No,Medium
9339,7.1,7.2,5.6,3,3,9.0,Healthy,Yes,High
9340,7.0,9.0,8.2,5,5,9.0,Unhealthy,Yes,High
9341,5.1,8.0,6.2,1,4,8.0,Healthy,Yes,High
9342,7.2,5.1,4.8,1,2,1.0,Unhealthy,Yes,Low
9343,9.8,8.8,4.4,4,5,10.0,Unhealthy,Yes,High
9344,7.9,12.8,3.8,1,2,9.0,Unhealthy,No,High
9345,7.1,12.0,4.5,1,5,3.0,Healthy,Yes,Low
9346,6.7,9.7,8.2,4,5,8.0,Healthy,Yes,High
9347,7.7,12.3,7.4,3,1,5.0,Healthy,No,Medium
9348,8.5,5.8,3.5,5,3,6.0,Healthy,No,Medium
9349,8.2,8.0,2.5,1,4,3.0,Healthy,No,Low
9350,6.3,10.2,3.8,5,3,7.0,Unhealthy,Yes,High
9351,7.6,8.6,4.4,2,4,2.0,Healthy,Yes,Low
9352,8.0,8.3,5.4,0,2,3.0,Healthy,Yes,Low
9353,5.0,5.4,8.3,5,3,2.0,Healthy,Yes,Low
9354,7.3,2.8,4.9,1,3,9.0,Unhealthy,No,High
9355,2.7,11.5,9.4,5,4,3.0,Healthy,Yes,Low
9356,8.0,9.7,,1,4,8.0,Unhealthy,Yes,High
9357,8.3,11.7,5.3,0,3,6.0,Healthy,No,Medium
9358,8.5,7.7,7.6,2,5,1.0,Unhealthy,No,Low
9359,6.2,6.9,7.7,5,4,6.0,Healthy,No,Medium
9360,7.6,9.0,5.3,3,3,8.0,Unhealthy,Yes,High
9361,9.8,11.6,8.0,2,1,10.0,Healthy,Yes,High
9362,9.8,8.3,7.6,0,3,3.0,Healthy,Yes,Low
9363,6.9,11.4,4.6,5,0,7.0,Healthy,No,High
9364,7.3,6.0,6.6,1,3,6.0,Unhealthy,Yes,Medium
9365,9.2,8.5,7.4,3,5,1.0,Healthy,Yes,Low
9366,4.0,8.8,4.8,2,1,,Healthy,No,Low
9367,6.4,12.7,9.4,2,1,5.0,Healthy,Yes,Medium
9368,9.7,9.6,4.3,3,5,7.0,Healthy,Yes,High
9369,9.0,14.2,6.3,2,2,4.0,Unhealthy,Yes,Medium
9370,7.7,5.0,3.5,0,5,6.0,Healthy,No,Medium
9371,4.0,9.4,6.2,3,2,2.0,Healthy,No,Low
9372,6.9,9.5,3.9,0,0,5.0,Healthy,Yes,Medium
9373,5.8,10.9,5.4,3,4,10.0,Unhealthy,No,High
9374,7.7,6.6,2.8,0,4,3.0,Healthy,Yes,Low
9375,5.4,14.1,7.6,1,1,1.0,Healthy,Yes,Low
9376,4.9,9.0,6.7,1,1,6.0,Healthy,No,Medium
9377,2.9,5.7,8.2,2,2,9.0,Unhealthy,Yes,High
9378,9.4,9.0,5.3,3,1,10.0,Healthy,No,High
9379,6.2,8.1,8.3,5,3,8.0,Healthy,No,High
9380,7.3,17.3,6.1,3,3,4.0,Healthy,Yes,Medium
9381,7.0,12.1,6.2,0,0,8.0,Healthy,No,High
9382,4.9,9.1,10.2,5,3,5.0,Unhealthy,Yes,Medium
9383,4.5,8.7,5.0,2,0,3.0,Unhealthy,Yes,Low
9384,5.0,11.9,8.5,2,2,4.0,Healthy,No,Medium
9385,5.6,12.0,7.0,5,3,7.0,Healthy,Yes,High
9386,7.7,0.3,4.9,3,0,5.0,Unhealthy,No,Medium
9387,5.4,10.9,3.4,1,4,4.0,Healthy,No,Medium
9388,10.5,9.1,3.9,3,0,3.0,Unhealthy,Yes,Low
9389,9.1,5.1,8.3,5,5,3.0,Healthy,No,Low
9390,8.6,11.6,9.5,3,3,10.0,Unhealthy,Yes,High
9391,6.8,15.7,6.2,4,0,6.0,Unhealthy,No,Medium
9392,10.0,10.7,6.3,0,5,8.0,Healthy,Yes,High
9393,6.6,12.3,7.6,0,2,4.0,Healthy,No,Medium
9394,6.9,14.4,6.1,4,1,1.0,Unhealthy,No,Low
9395,7.3,6.5,8.2,2,4,4.0,Healthy,No,Medium
9396,8.4,3.4,6.6,5,2,5.0,Healthy,Yes,Medium
9397,8.3,11.0,6.3,0,4,8.0,Healthy,Yes,High
9398,6.0,8.3,4.6,2,4,7.0,Healthy,No,High
9399,5.9,4.9,4.1,1,5,2.0,Healthy,Yes,Low
9400,8.3,8.8,-0.3,2,0,9.0,Unhealthy,Yes,High
9401,8.4,11.2,8.5,0,1,3.0,Unhealthy,No,Low
9402,6.2,8.6,5.7,5,0,9.0,Healthy,Yes,High
9403,3.8,6.6,5.2,5,0,1.0,Unhealthy,Yes,Low
9404,6.6,8.3,2.1,2,3,9.0,Healthy,No,High
9405,8.2,8.9,4.7,1,0,7.0,Healthy,No,High
9406,10.6,3.2,4.5,4,1,2.0,Unhealthy,No,Low
9407,4.6,8.6,4.4,0,2,10.0,Unhealthy,Yes,High
9408,6.1,5.0,6.7,5,5,7.0,Unhealthy,Yes,High
9409,6.2,11.0,6.2,1,0,1.0,Unhealthy,No,Low
9410,9.7,4.3,3.3,3,1,3.0,Unhealthy,Yes,Low
9411,6.9,12.0,3.4,4,0,7.0,Healthy,Yes,High
